Position X,Position Y,Position Z,Unit,Category,Collection,Time,Parent,ID
93.53,4.86,7.58,um,Surface,Position,56,1000000091,4011
249.18,256.93,52.96,um,Surface,Position,56,1000000092,4082
117.66,273.36,8.12,um,Surface,Position,56,1000000093,4027
318.79,194.95,61.99,um,Surface,Position,56,1000000094,4088
300.85,29.28,7.62,um,Surface,Position,56,1000000095,4013
299.35,235.42,40.4,um,Surface,Position,56,1000000096,4062
164.74,139.15,16.96,um,Surface,Position,56,1000000097,4040
302.85,196,49.84,um,Surface,Position,56,1000000098,4076
142.38,339.58,28.23,um,Surface,Position,56,1000000099,4056
327.4,93.72,44.2,um,Surface,Position,56,1000000100,4071
112.91,250.77,3.26,um,Surface,Position,56,1000000101,4025
7.38,299.94,9.11,um,Surface,Position,56,1000000102,4030
268.05,79.46,36.04,um,Surface,Position,56,1000000103,4048
345.34,72.85,43.74,um,Surface,Position,56,1000000104,4067
347.4,256.9,57.6,um,Surface,Position,56,1000000105,4083
274.45,301.92,4.36,um,Surface,Position,56,1000000106,4032
202.96,191.4,3.09,um,Surface,Position,56,1000000107,4020
311.22,50.38,48.59,um,Surface,Position,56,1000000108,4073
149.05,115.37,1.47,um,Surface,Position,56,1000000109,4018
164.8,156.94,27.53,um,Surface,Position,56,1000000110,4058
122.18,5.26,4.55,um,Surface,Position,56,1000000111,4012
171.39,275.05,10.49,um,Surface,Position,56,1000000112,4028
385.82,209.34,24.56,um,Surface,Position,56,1000000113,4044
309.07,278.91,56.24,um,Surface,Position,56,1000000114,4084
105.52,1.89,61.1,um,Surface,Position,56,1000000115,4087
352.18,46.65,24.88,um,Surface,Position,57,1000000000,4123
259.86,23.44,30.7,um,Surface,Position,57,1000000001,4119
54.86,68.08,10.19,um,Surface,Position,57,1000000002,4096
371.95,246.83,25.33,um,Surface,Position,57,1000000004,4125
12.71,268.53,9.64,um,Surface,Position,57,1000000005,4105
232.59,297.39,2.76,um,Surface,Position,57,1000000006,4108
135.11,211.37,6.8,um,Surface,Position,57,1000000007,4100
254.43,196.31,18.71,um,Surface,Position,57,1000000018,4117
102.01,85.87,28.01,um,Surface,Position,57,1000000022,4130
119.93,208.84,40.14,um,Surface,Position,57,1000000023,4133
286.81,145.54,8.16,um,Surface,Position,57,1000000026,4098
86.89,339.46,43.09,um,Surface,Position,57,1000000027,4142
297.24,233.29,5.27,um,Surface,Position,57,1000000028,4101
40.64,45.12,10.51,um,Surface,Position,57,1000000029,4093
182.01,259.65,19.35,um,Surface,Position,57,1000000031,4122
276.63,145.26,41.94,um,Surface,Position,57,1000000032,4143
147.55,234.62,34.35,um,Surface,Position,57,1000000035,4136
104.57,173.86,48.53,um,Surface,Position,57,1000000040,4149
258.3,125.08,16.01,um,Surface,Position,57,1000000046,4115
21.06,72.24,53.35,um,Surface,Position,57,1000000048,4154
106.83,138.82,55.22,um,Surface,Position,57,1000000050,4155
31.4,12.69,32.65,um,Surface,Position,57,1000000052,4135
89.83,300.2,62.82,um,Surface,Position,57,1000000053,4165
1.54,381.4,7.89,um,Surface,Position,57,1000000054,4112
202.47,244.87,3.86,um,Surface,Position,57,1000000055,4102
41.21,151.63,49.6,um,Surface,Position,57,1000000056,4156
61.56,110.58,60.52,um,Surface,Position,57,1000000059,4161
117.86,323.59,26.22,um,Surface,Position,57,1000000061,4126
375.47,210.68,52.18,um,Surface,Position,57,1000000062,4152
105.67,120.14,23.92,um,Surface,Position,57,1000000064,4131
352.29,191.98,47.52,um,Surface,Position,57,1000000065,4146
46.73,378.78,21.26,um,Surface,Position,57,1000000068,4120
216.23,318.79,35.56,um,Surface,Position,57,1000000069,4139
321.23,73.43,14.9,um,Surface,Position,57,1000000070,4116
168.51,50.83,10.08,um,Surface,Position,57,1000000072,4094
323.1,333.38,12.04,um,Surface,Position,57,1000000073,4113
126.06,252.07,42.97,um,Surface,Position,57,1000000074,4144
31.91,249.87,28.05,um,Surface,Position,57,1000000076,4134
91.36,290.94,10.38,um,Surface,Position,57,1000000077,4114
287.67,356.79,39.9,um,Surface,Position,57,1000000078,4141
190.53,367.56,43.69,um,Surface,Position,57,1000000079,4147
21.3,190.17,55.94,um,Surface,Position,57,1000000080,4159
218.79,181.76,41.42,um,Surface,Position,57,1000000081,4140
348.33,320.1,8.5,um,Surface,Position,57,1000000082,4111
285.69,50.31,26.06,um,Surface,Position,57,1000000083,4127
192.19,79.49,25.04,um,Surface,Position,57,1000000084,4124
367.55,129.62,28.64,um,Surface,Position,57,1000000085,4132
223.99,266.12,56.51,um,Surface,Position,57,1000000086,4162
357.78,64.53,3.11,um,Surface,Position,57,1000000087,4095
361.61,245.31,5.61,um,Surface,Position,57,1000000088,4103
147.39,360.7,55.46,um,Surface,Position,57,1000000089,4153
97.31,40.4,36.32,um,Surface,Position,57,1000000090,4137
93.17,4.17,8.96,um,Surface,Position,57,1000000091,4090
248.56,258.92,51.98,um,Surface,Position,57,1000000092,4158
117.42,272.83,8.73,um,Surface,Position,57,1000000093,4106
319.52,194.99,61.74,um,Surface,Position,57,1000000094,4164
299.57,29.28,6.05,um,Surface,Position,57,1000000095,4092
300.39,235.71,39.41,um,Surface,Position,57,1000000096,4138
157.31,138.6,24.22,um,Surface,Position,57,1000000097,4121
303.18,195.62,49.53,um,Surface,Position,57,1000000098,4151
142.65,339.71,26.99,um,Surface,Position,57,1000000099,4129
328.96,93.1,42.94,um,Surface,Position,57,1000000100,4145
113.39,250.24,3.6,um,Surface,Position,57,1000000101,4104
7.41,299.92,9.84,um,Surface,Position,57,1000000102,4109
267.59,79.58,36.29,um,Surface,Position,57,1000000103,4128
344.61,72.59,45.19,um,Surface,Position,57,1000000104,4148
344.98,256.07,54.97,um,Surface,Position,57,1000000105,4157
273.41,300.83,4.86,um,Surface,Position,57,1000000106,4110
203.82,190.93,3.29,um,Surface,Position,57,1000000107,4099
312.58,51.07,48.89,um,Surface,Position,57,1000000108,4150
154.16,115.23,2.48,um,Surface,Position,57,1000000109,4097
155.98,158.84,27.56,um,Surface,Position,57,1000000110,13083
124.36,5.68,4.49,um,Surface,Position,57,1000000111,4091
169.29,278.51,8.93,um,Surface,Position,57,1000000112,4107
385.29,210.1,20.36,um,Surface,Position,57,1000000113,4118
309.56,284.54,54.5,um,Surface,Position,57,1000000114,4160
105.49,2.76,61.61,um,Surface,Position,57,1000000115,4163
353.38,46.15,25.67,um,Surface,Position,58,1000000000,4203
259.07,22.61,29.58,um,Surface,Position,58,1000000001,4201
54.3,66.77,8.83,um,Surface,Position,58,1000000002,4171
373.21,245.85,24.99,um,Surface,Position,58,1000000004,4202
13.62,270.11,8.53,um,Surface,Position,58,1000000005,4183
231.01,296.48,3.13,um,Surface,Position,58,1000000006,4186
136.43,209.43,7.1,um,Surface,Position,58,1000000007,4177
253.82,195.84,18.83,um,Surface,Position,58,1000000018,4195
102.21,86.1,27.85,um,Surface,Position,58,1000000022,4210
119.81,208.7,41.03,um,Surface,Position,58,1000000023,4211
287.81,146.49,9.11,um,Surface,Position,58,1000000026,4174
87.42,339.55,43.53,um,Surface,Position,58,1000000027,4224
294.42,234.44,5.7,um,Surface,Position,58,1000000028,4178
41.62,46.54,9.51,um,Surface,Position,58,1000000029,4169
183.45,259.12,18.96,um,Surface,Position,58,1000000031,4197
275.96,144.43,41.95,um,Surface,Position,58,1000000032,4226
147.38,236.49,33.61,um,Surface,Position,58,1000000035,4214
104.9,172.11,47.03,um,Surface,Position,58,1000000040,4227
258.99,123.99,15,um,Surface,Position,58,1000000046,4193
22,70.92,55.22,um,Surface,Position,58,1000000048,4235
105.76,138.69,56.05,um,Surface,Position,58,1000000050,4237
33.3,11.61,33.07,um,Surface,Position,58,1000000052,4213
90.72,301.08,63.1,um,Surface,Position,58,1000000053,4245
1.61,381.59,7.95,um,Surface,Position,58,1000000054,4190
202.67,244.74,4.11,um,Surface,Position,58,1000000055,4179
42,149.56,48.58,um,Surface,Position,58,1000000056,4232
61.49,110.64,60.54,um,Surface,Position,58,1000000059,4240
119.13,323.19,25.69,um,Surface,Position,58,1000000061,4204
373.52,210.55,54.36,um,Surface,Position,58,1000000062,4233
108.6,116.68,24.28,um,Surface,Position,58,1000000064,4207
356.94,187.82,49.07,um,Surface,Position,58,1000000065,4229
45.84,379.11,22.86,um,Surface,Position,58,1000000068,4198
219,322.21,35.01,um,Surface,Position,58,1000000069,4219
321.1,73.54,15.13,um,Surface,Position,58,1000000070,4194
169.32,51.83,9.84,um,Surface,Position,58,1000000072,4170
323,333.78,13.47,um,Surface,Position,58,1000000073,4189
125.93,251.1,43.29,um,Surface,Position,58,1000000074,4222
31.48,249.71,28.55,um,Surface,Position,58,1000000076,4212
92.22,290.65,10.41,um,Surface,Position,58,1000000077,4191
288.36,357.92,40.31,um,Surface,Position,58,1000000078,4223
191,367.04,44.45,um,Surface,Position,58,1000000079,4225
22.19,191.31,55.68,um,Surface,Position,58,1000000080,4239
218.58,181.6,40.61,um,Surface,Position,58,1000000081,4218
349.49,320.97,8.79,um,Surface,Position,58,1000000082,4188
284.88,50.44,26.26,um,Surface,Position,58,1000000083,4205
193.16,76.63,26.98,um,Surface,Position,58,1000000084,4208
367.89,127.47,29.01,um,Surface,Position,58,1000000085,4209
217.96,266.12,58.91,um,Surface,Position,58,1000000086,4241
357.57,66.15,3.46,um,Surface,Position,58,1000000087,4172
359.57,246.73,6.8,um,Surface,Position,58,1000000088,4181
148.8,365.68,59.56,um,Surface,Position,58,1000000089,4242
92.62,37.32,35.92,um,Surface,Position,58,1000000090,4220
95.39,3.72,8.59,um,Surface,Position,58,1000000091,4166
243.9,255.33,51.32,um,Surface,Position,58,1000000092,4238
117.11,272.37,8.91,um,Surface,Position,58,1000000093,4182
319.9,194.69,61.72,um,Surface,Position,58,1000000094,4244
301.29,30.08,4.81,um,Surface,Position,58,1000000095,4168
301.35,235.7,38.14,um,Surface,Position,58,1000000096,4217
152.65,139.3,26.4,um,Surface,Position,58,1000000097,4199
303.43,195.42,49.43,um,Surface,Position,58,1000000098,4230
141.88,337.81,24.13,um,Surface,Position,58,1000000099,4200
330.8,91.81,40.39,um,Surface,Position,58,1000000100,4221
115.3,247.66,4.05,um,Surface,Position,58,1000000101,4180
7.41,297.52,9.8,um,Surface,Position,58,1000000102,4185
267.49,80.07,36.17,um,Surface,Position,58,1000000103,4206
343.78,71.47,46.28,um,Surface,Position,58,1000000104,4228
344.4,256,54.18,um,Surface,Position,58,1000000105,4234
274.53,298.84,5.25,um,Surface,Position,58,1000000106,4187
203.54,190.94,3.24,um,Surface,Position,58,1000000107,4176
312.44,50.79,49.22,um,Surface,Position,58,1000000108,4231
154.35,113.5,3.97,um,Surface,Position,58,1000000109,4173
154.75,160.34,27.95,um,Surface,Position,58,1000000110,4216
125.48,5.71,5.06,um,Surface,Position,58,1000000111,4167
168.19,278.77,8.08,um,Surface,Position,58,1000000112,4184
385.95,209.01,19.74,um,Surface,Position,58,1000000113,4196
310.72,285.36,54.02,um,Surface,Position,58,1000000114,4236
104.09,2.79,61.37,um,Surface,Position,58,1000000115,4243
83.8,179.63,5.3,um,Surface,Position,58,1000000116,4175
300.18,264.64,17.79,um,Surface,Position,58,1000000117,4192
257.78,342.54,29.28,um,Surface,Position,58,1000000118,4215
355.47,46.36,25.93,um,Surface,Position,59,1000000000,4281
256.04,21.86,28.81,um,Surface,Position,59,1000000001,4280
54.18,65.8,7.19,um,Surface,Position,59,1000000002,4251
373.56,244.73,24.93,um,Surface,Position,59,1000000004,4287
13.66,269.17,7.49,um,Surface,Position,59,1000000005,4263
229.03,295.85,2.75,um,Surface,Position,59,1000000006,4268
136.96,208.87,6.18,um,Surface,Position,59,1000000007,4258
255.33,198.12,18.88,um,Surface,Position,59,1000000018,4276
102.1,86.29,27.68,um,Surface,Position,59,1000000022,4290
119.02,207.96,41.54,um,Surface,Position,59,1000000023,4295
286.38,147.02,9.48,um,Surface,Position,59,1000000026,4254
87.38,339.64,42.39,um,Surface,Position,59,1000000027,4304
291.61,235.73,6.14,um,Surface,Position,59,1000000028,4259
42.21,47.05,8.65,um,Surface,Position,59,1000000029,4249
184.25,259.66,17.95,um,Surface,Position,59,1000000031,4278
274.06,139.89,43.79,um,Surface,Position,59,1000000032,4308
147.72,237.55,32.86,um,Surface,Position,59,1000000035,4291
104.44,170.03,45.54,um,Surface,Position,59,1000000040,4306
260.46,123.33,13.85,um,Surface,Position,59,1000000046,4273
22.94,72.47,56.1,um,Surface,Position,59,1000000048,4316
105.21,138.92,56.05,um,Surface,Position,59,1000000050,4319
34.74,12.47,32.92,um,Surface,Position,59,1000000052,4296
89.21,300.44,63.36,um,Surface,Position,59,1000000053,4327
1.64,381.48,7.91,um,Surface,Position,59,1000000054,4270
201.94,246.41,4.54,um,Surface,Position,59,1000000055,4261
43.19,147.94,48.07,um,Surface,Position,59,1000000056,4313
61.42,110.48,60.73,um,Surface,Position,59,1000000059,4322
120.12,322.84,25.34,um,Surface,Position,59,1000000061,4285
372.2,211.35,54.85,um,Surface,Position,59,1000000062,4314
111.4,113.56,23.2,um,Surface,Position,59,1000000064,4283
362.01,187.11,49.49,um,Surface,Position,59,1000000065,4311
44.66,378.17,25.81,um,Surface,Position,59,1000000068,4279
221.32,322.69,34.76,um,Surface,Position,59,1000000069,4302
320.74,73.35,15.09,um,Surface,Position,59,1000000070,4275
171.5,51.83,10.54,um,Surface,Position,59,1000000072,4250
322.78,333.94,15.42,um,Surface,Position,59,1000000073,4271
125.53,250.76,42.75,um,Surface,Position,59,1000000074,4303
32.06,246.28,30.68,um,Surface,Position,59,1000000076,4298
91.78,292.24,9.66,um,Surface,Position,59,1000000077,4272
289.66,356.03,40.36,um,Surface,Position,59,1000000078,4305
191.27,366.73,44.28,um,Surface,Position,59,1000000079,4307
20.68,193.88,53.62,um,Surface,Position,59,1000000080,4317
218.55,179.86,38.65,um,Surface,Position,59,1000000081,4300
348.42,322.36,10.33,um,Surface,Position,59,1000000082,4269
283.73,50.25,26.22,um,Surface,Position,59,1000000083,4288
193.64,71.06,31.51,um,Surface,Position,59,1000000084,4289
367.86,126.98,32.73,um,Surface,Position,59,1000000085,4293
217.56,264.91,59.87,um,Surface,Position,59,1000000086,4324
358.36,65.18,3,um,Surface,Position,59,1000000087,4252
356.8,246.35,7.14,um,Surface,Position,59,1000000088,4262
140,367.23,60.88,um,Surface,Position,59,1000000089,4321
88.48,35.99,34.76,um,Surface,Position,59,1000000090,4299
95.52,3.97,7.48,um,Surface,Position,59,1000000091,4246
240.41,253.65,52.43,um,Surface,Position,59,1000000092,4318
115.76,271.95,9.27,um,Surface,Position,59,1000000093,4264
319.85,194.77,61.67,um,Surface,Position,59,1000000094,4325
304.54,31.98,3.54,um,Surface,Position,59,1000000095,4248
306.99,238.84,43.69,um,Surface,Position,59,1000000096,4297
151.17,140.64,28.11,um,Surface,Position,59,1000000097,4284
303.32,195.43,49.24,um,Surface,Position,59,1000000098,4312
141.66,338.55,23.34,um,Surface,Position,59,1000000099,4282
332.98,89.31,38.57,um,Surface,Position,59,1000000100,4301
115.58,246.08,3.96,um,Surface,Position,59,1000000101,4260
7.62,295.54,8.76,um,Surface,Position,59,1000000102,4266
267.58,81.32,36.28,um,Surface,Position,59,1000000103,4286
342.05,71.16,47.34,um,Surface,Position,59,1000000104,4310
343.83,255.89,54.71,um,Surface,Position,59,1000000105,4320
275.94,296.61,5.52,um,Surface,Position,59,1000000106,4267
203.52,191.59,3.68,um,Surface,Position,59,1000000107,4256
309.06,52.01,48.9,um,Surface,Position,59,1000000108,4309
151.37,112.04,5.02,um,Surface,Position,59,1000000109,4253
153.44,156.29,26.06,um,Surface,Position,59,1000000110,4294
123.47,5.54,5.78,um,Surface,Position,59,1000000111,4247
167.82,276.82,7.74,um,Surface,Position,59,1000000112,4265
386.58,206.23,21.73,um,Surface,Position,59,1000000113,4277
309.4,289.58,52.31,um,Surface,Position,59,1000000114,4315
101.34,3.42,61.58,um,Surface,Position,59,1000000115,4323
82.81,180.23,5.34,um,Surface,Position,59,1000000116,4255
301.41,262.34,16.34,um,Surface,Position,59,1000000117,4274
259.49,336.24,34.92,um,Surface,Position,59,1000000118,4292
11,197.57,2.11,um,Surface,Position,59,1000000119,4257
3.26,286.42,63.18,um,Surface,Position,59,1000000120,4326
354.32,44.78,27.09,um,Surface,Position,60,1000000000,4364
256.61,20.57,28.54,um,Surface,Position,60,1000000001,4363
54.41,64.67,6.99,um,Surface,Position,60,1000000002,4332
373.17,243.1,24.67,um,Surface,Position,60,1000000004,4370
14.31,268.59,7.06,um,Surface,Position,60,1000000005,4344
225.07,295.83,2.36,um,Surface,Position,60,1000000006,4349
137.45,209.41,5.43,um,Surface,Position,60,1000000007,4339
254.37,200.68,18.44,um,Surface,Position,60,1000000018,4359
97.88,93.01,23.16,um,Surface,Position,60,1000000022,4357
119.82,207.32,42.67,um,Surface,Position,60,1000000023,4381
285.4,147.99,9.25,um,Surface,Position,60,1000000026,4335
86.24,340.46,43.81,um,Surface,Position,60,1000000027,4387
291.13,235.93,5.88,um,Surface,Position,60,1000000028,4340
41.92,47.08,8.33,um,Surface,Position,60,1000000029,4331
184.61,264.81,16.46,um,Surface,Position,60,1000000031,4358
273.5,137.66,45.44,um,Surface,Position,60,1000000032,4390
147.8,238.77,32.65,um,Surface,Position,60,1000000035,4374
104.98,169.68,45.67,um,Surface,Position,60,1000000040,4388
260.8,123.7,13.52,um,Surface,Position,60,1000000046,4355
23.53,74.05,56.33,um,Surface,Position,60,1000000048,4399
105.51,139.43,55.67,um,Surface,Position,60,1000000050,4400
40.6,12.71,35.84,um,Surface,Position,60,1000000052,4378
1.57,381.45,7.72,um,Surface,Position,60,1000000054,4351
202.38,250.23,4.57,um,Surface,Position,60,1000000055,4343
44.67,146.83,47.74,um,Surface,Position,60,1000000056,4396
61.6,110.44,60.59,um,Surface,Position,60,1000000059,4404
120.89,325.05,24.92,um,Surface,Position,60,1000000061,4371
373.36,211.37,54.59,um,Surface,Position,60,1000000062,4394
116.15,111.12,21.52,um,Surface,Position,60,1000000064,4362
366.53,184.96,49.35,um,Surface,Position,60,1000000065,4391
44.1,377.11,29,um,Surface,Position,60,1000000068,4367
222.38,322.94,34.59,um,Surface,Position,60,1000000069,4382
320.45,73.66,15.31,um,Surface,Position,60,1000000070,4360
173.46,51.25,11.16,um,Surface,Position,60,1000000072,4352
322.87,335.39,16.23,um,Surface,Position,60,1000000073,4350
124.87,250.55,40.76,um,Surface,Position,60,1000000074,4383
93.34,290.64,10.54,um,Surface,Position,60,1000000077,4356
289.86,354.25,40.47,um,Surface,Position,60,1000000078,4385
192.68,367.1,43.76,um,Surface,Position,60,1000000079,4386
18.05,193.53,52.89,um,Surface,Position,60,1000000080,4401
219.04,178.93,37.6,um,Surface,Position,60,1000000081,4379
350.21,322.76,11.73,um,Surface,Position,60,1000000082,4354
283.87,50.56,26.43,um,Surface,Position,60,1000000083,4368
193.46,68.74,32.48,um,Surface,Position,60,1000000084,4372
365.76,126.22,34.16,um,Surface,Position,60,1000000085,4376
218.57,266.65,59.05,um,Surface,Position,60,1000000086,13076
358.16,63.08,2.17,um,Surface,Position,60,1000000087,4333
355.26,245.58,5.95,um,Surface,Position,60,1000000088,4342
136.23,368.54,59.92,um,Surface,Position,60,1000000089,4403
86.05,37.03,32.78,um,Surface,Position,60,1000000090,4380
95,3.93,6.53,um,Surface,Position,60,1000000091,4328
241.86,254.19,53.97,um,Surface,Position,60,1000000092,4402
116.25,271.47,9.26,um,Surface,Position,60,1000000093,4345
319.9,194.92,61.61,um,Surface,Position,60,1000000094,4406
307.2,31.46,3.89,um,Surface,Position,60,1000000095,4330
307.21,239.04,42.95,um,Surface,Position,60,1000000096,4373
147.99,141.66,26.82,um,Surface,Position,60,1000000097,4365
303.53,195.66,49.19,um,Surface,Position,60,1000000098,4393
141.15,336.45,23.86,um,Surface,Position,60,1000000099,4366
335.94,89.25,40.59,um,Surface,Position,60,1000000100,4384
114.85,244.15,3.56,um,Surface,Position,60,1000000101,4341
7.02,295.61,8.14,um,Surface,Position,60,1000000102,4347
268.07,82.16,36.25,um,Surface,Position,60,1000000103,4369
340.95,70.12,48.36,um,Surface,Position,60,1000000104,4392
342.39,255.35,53.7,um,Surface,Position,60,1000000105,4398
277.03,296.78,5.25,um,Surface,Position,60,1000000106,4348
203.55,192.7,4.08,um,Surface,Position,60,1000000107,4337
305.42,53.15,48.25,um,Surface,Position,60,1000000108,4389
148.91,108.05,4.73,um,Surface,Position,60,1000000109,4334
154.55,155.61,26.83,um,Surface,Position,60,1000000110,4375
121.09,7.9,7.62,um,Surface,Position,60,1000000111,4329
167.54,276.08,6.42,um,Surface,Position,60,1000000112,4346
386.61,203.8,21.27,um,Surface,Position,60,1000000113,4361
308.83,292.96,50.54,um,Surface,Position,60,1000000114,4395
100.36,5.11,61.44,um,Surface,Position,60,1000000115,4405
81.67,180.68,5.38,um,Surface,Position,60,1000000116,4336
303.62,260.57,14.8,um,Surface,Position,60,1000000117,4353
259.93,335.59,37.45,um,Surface,Position,60,1000000118,4377
7.38,195.1,1.52,um,Surface,Position,60,1000000119,4338
2.57,284.45,62.78,um,Surface,Position,60,1000000120,4407
8.49,182.63,51.08,um,Surface,Position,60,1000000121,4397
352.03,42.68,28.93,um,Surface,Position,61,1000000000,4446
253.32,14.66,24.52,um,Surface,Position,61,1000000001,4442
46.13,65.35,7.02,um,Surface,Position,61,1000000002,4413
372.36,243.99,24.72,um,Surface,Position,61,1000000004,4445
16.16,269.12,6.56,um,Surface,Position,61,1000000005,4424
226.28,295.16,3.33,um,Surface,Position,61,1000000006,4428
136.33,209.57,5.71,um,Surface,Position,61,1000000007,4419
252.61,201.01,18.61,um,Surface,Position,61,1000000018,4438
98.44,91.89,23.95,um,Surface,Position,61,1000000022,4441
118.29,206.16,43.69,um,Surface,Position,61,1000000023,4461
280.28,146.38,12.43,um,Surface,Position,61,1000000026,4415
80.39,338.94,43.98,um,Surface,Position,61,1000000027,4472
290.91,236.43,4.68,um,Surface,Position,61,1000000028,4421
43.11,48.24,7.34,um,Surface,Position,61,1000000029,4411
184.84,265.43,15.58,um,Surface,Position,61,1000000031,4436
272.12,136.91,45.38,um,Surface,Position,61,1000000032,4468
147.65,239.33,32.11,um,Surface,Position,61,1000000035,4454
104.53,168.59,45.36,um,Surface,Position,61,1000000040,4469
261.45,124.56,13.81,um,Surface,Position,61,1000000046,4437
24.6,74.87,57.04,um,Surface,Position,61,1000000048,4481
105.44,138.88,54.89,um,Surface,Position,61,1000000050,4477
42.3,12.85,38.38,um,Surface,Position,61,1000000052,4460
1.51,381.23,7.64,um,Surface,Position,61,1000000054,4430
202.03,253.03,4.63,um,Surface,Position,61,1000000055,4423
44.85,146.05,47.43,um,Surface,Position,61,1000000056,4476
61.37,110.5,60.56,um,Surface,Position,61,1000000059,4486
122.6,327.54,25.2,um,Surface,Position,61,1000000061,4448
373.27,212.71,54.42,um,Surface,Position,61,1000000062,4471
119.59,108.09,21.37,um,Surface,Position,61,1000000064,4443
371.25,184.14,50,um,Surface,Position,61,1000000065,4470
43.84,376.5,31.96,um,Surface,Position,61,1000000068,4451
220.85,322.8,35.49,um,Surface,Position,61,1000000069,4463
320.48,73.56,15.34,um,Surface,Position,61,1000000070,4440
173.9,50.77,11.45,um,Surface,Position,61,1000000072,4431
322.27,337.82,16.3,um,Surface,Position,61,1000000073,4433
124.49,249.07,39.48,um,Surface,Position,61,1000000074,4462
90.09,289.89,11.79,um,Surface,Position,61,1000000077,4434
290.28,353.86,43.72,um,Surface,Position,61,1000000078,4465
192.34,368.2,42.17,um,Surface,Position,61,1000000079,4464
218.23,178.84,35.2,um,Surface,Position,61,1000000081,4459
351.42,322.67,12,um,Surface,Position,61,1000000082,4435
283.52,50.95,26.63,um,Surface,Position,61,1000000083,4450
192.83,65.47,33.9,um,Surface,Position,61,1000000084,4457
359.91,124.62,31.41,um,Surface,Position,61,1000000085,4458
215.44,266.92,59.76,um,Surface,Position,61,1000000086,4487
358.58,60.72,2.66,um,Surface,Position,61,1000000087,4412
353.39,244.32,5.53,um,Surface,Position,61,1000000088,4422
138.29,369.14,60.37,um,Surface,Position,61,1000000089,4484
81.1,35.6,30.87,um,Surface,Position,61,1000000090,4456
95.39,3.05,9.43,um,Surface,Position,61,1000000091,4408
244.53,254.88,53.83,um,Surface,Position,61,1000000092,4479
116.89,270.67,10.46,um,Surface,Position,61,1000000093,4425
319.8,194.81,61.56,um,Surface,Position,61,1000000094,4488
309.48,31.02,3.32,um,Surface,Position,61,1000000095,4410
306.25,237.8,41.03,um,Surface,Position,61,1000000096,4453
147.88,143.37,25.97,um,Surface,Position,61,1000000097,4444
303.15,195.51,49.3,um,Surface,Position,61,1000000098,4473
140.81,335.13,23.84,um,Surface,Position,61,1000000099,4449
340.83,87.43,42.71,um,Surface,Position,61,1000000100,4467
117.08,238.74,3.44,um,Surface,Position,61,1000000101,4420
5.67,295.38,7.92,um,Surface,Position,61,1000000102,4427
268.76,82.75,36.87,um,Surface,Position,61,1000000103,4447
340.49,70.78,49.91,um,Surface,Position,61,1000000104,4475
339.12,255.24,53.14,um,Surface,Position,61,1000000105,4478
277.66,296.31,4.92,um,Surface,Position,61,1000000106,4429
203.98,194.63,5.13,um,Surface,Position,61,1000000107,4418
303.14,53.13,46.67,um,Surface,Position,61,1000000108,4466
145.64,105.44,5.68,um,Surface,Position,61,1000000109,4414
153.26,154.74,26.76,um,Surface,Position,61,1000000110,4452
119.22,8.86,8.55,um,Surface,Position,61,1000000111,4409
168.13,277.34,5.97,um,Surface,Position,61,1000000112,4426
387.12,207.28,19.95,um,Surface,Position,61,1000000113,4439
307.41,293.33,48.83,um,Surface,Position,61,1000000114,4474
100.7,5.6,60.77,um,Surface,Position,61,1000000115,4485
80.51,181.24,5.67,um,Surface,Position,61,1000000116,4416
305.16,258.13,13.62,um,Surface,Position,61,1000000117,4432
258.01,334.67,36.65,um,Surface,Position,61,1000000118,4455
9.05,192.62,1.91,um,Surface,Position,61,1000000119,4417
1.93,282.76,61.37,um,Surface,Position,61,1000000120,4489
6.27,175.63,53.49,um,Surface,Position,61,1000000121,4482
294.96,386.81,54.52,um,Surface,Position,61,1000000122,4480
386.76,307.99,59.43,um,Surface,Position,61,1000000123,4483
350.63,40.61,31.25,um,Surface,Position,62,1000000000,4530
260.65,12.44,24.45,um,Surface,Position,62,1000000001,4522
44.18,65.18,6.53,um,Surface,Position,62,1000000002,4495
372.35,243.46,25.04,um,Surface,Position,62,1000000004,4529
19.13,269.92,5.97,um,Surface,Position,62,1000000005,4506
226.19,293.39,4.25,um,Surface,Position,62,1000000006,4510
134.21,208.86,5.88,um,Surface,Position,62,1000000007,4501
248.33,200.68,19.15,um,Surface,Position,62,1000000018,4523
98.3,91.78,24.61,um,Surface,Position,62,1000000022,4521
116.77,203.52,44.8,um,Surface,Position,62,1000000023,4545
285.52,147.32,6.24,um,Surface,Position,62,1000000026,4497
80.15,339.41,44.61,um,Surface,Position,62,1000000027,4551
287.48,238.94,3.55,um,Surface,Position,62,1000000028,4503
43.07,49.93,6.34,um,Surface,Position,62,1000000029,4493
273.52,137.52,43.62,um,Surface,Position,62,1000000032,4548
146.86,239.95,32.53,um,Surface,Position,62,1000000035,4532
103.08,167.69,44.41,um,Surface,Position,62,1000000040,4549
262.23,125.7,14.76,um,Surface,Position,62,1000000046,4518
26.33,73.85,57.25,um,Surface,Position,62,1000000048,4564
106.17,138.05,54.89,um,Surface,Position,62,1000000050,4559
43.26,11.93,38.84,um,Surface,Position,62,1000000052,4543
1.5,381.2,7.61,um,Surface,Position,62,1000000054,4512
202.76,254.11,4.74,um,Surface,Position,62,1000000055,4505
44.47,146.17,47.44,um,Surface,Position,62,1000000056,4556
