Position X,Position Y,Position Z,Unit,Category,Collection,Time,Parent,ID
146.64,252.89,13.04,um,Surface,Position,2,1000000007,52
262.86,255.66,5.85,um,Surface,Position,2,1000000008,53
207.57,301.49,7.96,um,Surface,Position,2,1000000009,54
17.86,321.65,9.27,um,Surface,Position,2,1000000010,55
169.9,334.14,10.43,um,Surface,Position,2,1000000011,56
371.84,347.83,6.19,um,Surface,Position,2,1000000012,57
135.83,216.34,10.23,um,Surface,Position,2,1000000013,48
193.2,225.08,11.29,um,Surface,Position,2,1000000014,50
359.3,247.66,13.95,um,Surface,Position,2,1000000015,59
377.82,285.55,13.98,um,Surface,Position,2,1000000016,58
149.25,54.45,19.96,um,Surface,Position,2,1000000017,61
318.94,297.37,20.7,um,Surface,Position,2,1000000018,60
347.04,84.25,20.49,um,Surface,Position,2,1000000019,62
67.93,235.74,16.68,um,Surface,Position,2,1000000020,63
197.12,261.54,24.15,um,Surface,Position,2,1000000021,64
343.92,29.28,23.83,um,Surface,Position,2,1000000022,65
196.76,141.2,22.66,um,Surface,Position,2,1000000023,66
289.12,381.76,33.59,um,Surface,Position,2,1000000024,67
74.93,127.79,31.84,um,Surface,Position,2,1000000025,69
88.92,251.39,30.98,um,Surface,Position,2,1000000026,70
322.99,253.35,27.53,um,Surface,Position,2,1000000027,68
97.55,349.67,30.7,um,Surface,Position,2,1000000028,72
212.76,312.32,38.07,um,Surface,Position,2,1000000029,71
147.56,321.01,39.45,um,Surface,Position,2,1000000030,74
317.74,68.55,33.72,um,Surface,Position,2,1000000031,73
209.92,123.1,40.73,um,Surface,Position,2,1000000032,75
33.2,259.14,46.07,um,Surface,Position,2,1000000033,80
330.27,20.79,43.76,um,Surface,Position,2,1000000034,77
212.76,167.62,40.81,um,Surface,Position,2,1000000035,76
340.51,218.42,39.98,um,Surface,Position,2,1000000036,78
307.34,129.48,44.27,um,Surface,Position,2,1000000037,79
33.23,83.88,49.84,um,Surface,Position,2,1000000038,82
222.41,373.83,51.5,um,Surface,Position,2,1000000039,81
304,44.82,53.13,um,Surface,Position,2,1000000040,83
350.74,207.24,58.1,um,Surface,Position,2,1000000041,84
307.33,146.8,60.4,um,Surface,Position,2,1000000042,85
229.11,75.52,7.04,um,Surface,Position,3,1000000000,86
263.64,121.86,7.48,um,Surface,Position,3,1000000001,87
118.79,130.58,5.54,um,Surface,Position,3,1000000002,88
358.81,140.26,4.01,um,Surface,Position,3,1000000003,90
100.66,133.73,7.64,um,Surface,Position,3,1000000004,89
85.23,228.15,12.92,um,Surface,Position,3,1000000005,91
230.9,234.89,10.64,um,Surface,Position,3,1000000006,92
146.71,252.97,12.96,um,Surface,Position,3,1000000007,94
263.07,254.72,5.92,um,Surface,Position,3,1000000008,93
208.13,301.91,7.77,um,Surface,Position,3,1000000009,95
17.84,322.57,10.12,um,Surface,Position,3,1000000010,96
169.85,334.24,10.29,um,Surface,Position,3,1000000011,97
371.88,348.64,7.34,um,Surface,Position,3,1000000012,98
135.34,216.34,10.42,um,Surface,Position,3,1000000013,99
191.98,224.21,10.56,um,Surface,Position,3,1000000014,100
356.92,245.48,15.01,um,Surface,Position,3,1000000015,104
376.5,287.06,13.86,um,Surface,Position,3,1000000016,101
148.62,53.05,21.92,um,Surface,Position,3,1000000017,105
318.39,297.89,20.58,um,Surface,Position,3,1000000018,102
347.37,84.72,20.97,um,Surface,Position,3,1000000019,106
63.99,236.89,14.19,um,Surface,Position,3,1000000020,103
197.62,262.44,24.18,um,Surface,Position,3,1000000021,108
346.56,29.65,23.3,um,Surface,Position,3,1000000022,107
197.57,141.15,22.76,um,Surface,Position,3,1000000023,109
287.67,380.8,33.78,um,Surface,Position,3,1000000024,112
76.76,128.37,30.2,um,Surface,Position,3,1000000025,116
90.09,255.48,30.59,um,Surface,Position,3,1000000026,113
323.56,254.1,27.09,um,Surface,Position,3,1000000027,110
98.4,350.93,30.13,um,Surface,Position,3,1000000028,111
211.71,312.51,39.47,um,Surface,Position,3,1000000029,114
146.69,321.24,40.1,um,Surface,Position,3,1000000030,118
316.61,68.36,34.42,um,Surface,Position,3,1000000031,115
210.77,123.39,41.49,um,Surface,Position,3,1000000032,117
29.32,258.73,48.48,um,Surface,Position,3,1000000033,123
329.66,21.95,43.83,um,Surface,Position,3,1000000034,120
210.99,167.79,40.32,um,Surface,Position,3,1000000035,119
339.7,218.14,40.12,um,Surface,Position,3,1000000036,122
306.48,128.49,44.81,um,Surface,Position,3,1000000037,121
33.5,84.15,49.81,um,Surface,Position,3,1000000038,125
222.6,373.6,50.83,um,Surface,Position,3,1000000039,124
303.96,45.01,53.15,um,Surface,Position,3,1000000040,126
348.94,206.27,58.54,um,Surface,Position,3,1000000041,127
308.13,147.64,60.73,um,Surface,Position,3,1000000042,128
229.1,76.54,7,um,Surface,Position,4,1000000000,129
265.06,122.11,9.34,um,Surface,Position,4,1000000001,130
118.45,131.38,5.52,um,Surface,Position,4,1000000002,131
359.39,139.46,4.14,um,Surface,Position,4,1000000003,133
99.07,132.82,9.48,um,Surface,Position,4,1000000004,132
85.1,226.97,12.65,um,Surface,Position,4,1000000005,134
228.23,239.12,9.3,um,Surface,Position,4,1000000006,135
146.62,253.03,12.83,um,Surface,Position,4,1000000007,137
263.81,253.84,5.87,um,Surface,Position,4,1000000008,136
208.69,302.05,8.34,um,Surface,Position,4,1000000009,138
17.14,323.44,10.67,um,Surface,Position,4,1000000010,139
169.97,334.37,10.39,um,Surface,Position,4,1000000011,140
371.68,350.11,8.86,um,Surface,Position,4,1000000012,141
134.82,216.07,10.33,um,Surface,Position,4,1000000013,142
190.25,222.91,10.93,um,Surface,Position,4,1000000014,144
352.35,244.98,15.66,um,Surface,Position,4,1000000015,147
375.42,287.93,13,um,Surface,Position,4,1000000016,143
147.52,50.97,23,um,Surface,Position,4,1000000017,151
319.04,298.05,20.53,um,Surface,Position,4,1000000018,148
347.92,85.59,21.34,um,Surface,Position,4,1000000019,152
62.33,239.64,12.25,um,Surface,Position,4,1000000020,146
198.48,261.99,23.01,um,Surface,Position,4,1000000021,150
347.83,28.79,22.7,um,Surface,Position,4,1000000022,149
198.36,141.24,23.65,um,Surface,Position,4,1000000023,153
287.8,380.34,32.6,um,Surface,Position,4,1000000024,156
77.77,130.44,28.99,um,Surface,Position,4,1000000025,154
91.6,257.95,29.73,um,Surface,Position,4,1000000026,157
322.17,255.75,27.18,um,Surface,Position,4,1000000027,155
99.94,352.77,29.38,um,Surface,Position,4,1000000028,158
211.83,311.83,41.43,um,Surface,Position,4,1000000029,160
146.12,320.96,40.45,um,Surface,Position,4,1000000030,163
314.39,67.81,33.55,um,Surface,Position,4,1000000031,159
211.32,123.22,41.82,um,Surface,Position,4,1000000032,161
30.25,257.74,50.1,um,Surface,Position,4,1000000033,168
329.75,22.41,43.83,um,Surface,Position,4,1000000034,164
210.34,168.22,39.38,um,Surface,Position,4,1000000035,162
342.35,217.7,39.25,um,Surface,Position,4,1000000036,165
305.65,128.04,45.19,um,Surface,Position,4,1000000037,166
33.4,84.41,49.78,um,Surface,Position,4,1000000038,170
222.76,372.43,50.39,um,Surface,Position,4,1000000039,169
303.9,45.16,53.24,um,Surface,Position,4,1000000040,171
346.24,205.09,57.64,um,Surface,Position,4,1000000041,172
311.17,149.62,56.27,um,Surface,Position,4,1000000042,167
234.76,222.98,14.69,um,Surface,Position,4,1000000043,145
24.85,282.9,65.41,um,Surface,Position,4,1000000044,173
229.59,77.37,6.97,um,Surface,Position,5,1000000000,174
266.01,123.26,10.46,um,Surface,Position,5,1000000001,175
118.96,130.69,4.86,um,Surface,Position,5,1000000002,176
360.05,139.84,4.25,um,Surface,Position,5,1000000003,178
95.14,131.6,8.45,um,Surface,Position,5,1000000004,177
85.4,226.13,12.3,um,Surface,Position,5,1000000005,179
227.95,238.91,10.05,um,Surface,Position,5,1000000006,180
146.37,253.05,13.03,um,Surface,Position,5,1000000007,182
263.29,253.64,5.79,um,Surface,Position,5,1000000008,181
210.47,301.77,8.37,um,Surface,Position,5,1000000009,184
17.68,324.64,11.18,um,Surface,Position,5,1000000010,185
170.05,334.38,10.61,um,Surface,Position,5,1000000011,186
372.27,354.08,11.75,um,Surface,Position,5,1000000012,187
134.23,216.6,10.47,um,Surface,Position,5,1000000013,188
188.77,222.07,11.01,um,Surface,Position,5,1000000014,189
348.88,243.23,14.97,um,Surface,Position,5,1000000015,190
373.43,289.12,12.32,um,Surface,Position,5,1000000016,183
147.22,49.94,22.55,um,Surface,Position,5,1000000017,195
319.38,298.46,21,um,Surface,Position,5,1000000018,193
348.06,85.76,21.11,um,Surface,Position,5,1000000019,197
64,243.16,11.78,um,Surface,Position,5,1000000020,191
200.29,261.89,21.1,um,Surface,Position,5,1000000021,196
348.35,29.04,21.62,um,Surface,Position,5,1000000022,194
197.91,140.42,23.53,um,Surface,Position,5,1000000023,199
287.36,379.73,31.76,um,Surface,Position,5,1000000024,202
77.08,132.3,27.83,um,Surface,Position,5,1000000025,198
92.7,259.12,29.62,um,Surface,Position,5,1000000026,200
320.62,256.61,28.21,um,Surface,Position,5,1000000027,203
100.64,354.23,29.42,um,Surface,Position,5,1000000028,201
211.81,312.61,42.85,um,Surface,Position,5,1000000029,205
145.12,320.77,40.58,um,Surface,Position,5,1000000030,208
311.19,67.02,31.56,um,Surface,Position,5,1000000031,204
210.84,123.17,41.62,um,Surface,Position,5,1000000032,206
30.27,256.21,52.35,um,Surface,Position,5,1000000033,213
329.55,22.62,43.64,um,Surface,Position,5,1000000034,209
209.31,168.02,37.86,um,Surface,Position,5,1000000035,207
343.21,218.6,38.38,um,Surface,Position,5,1000000036,210
305.05,128.04,45.48,um,Surface,Position,5,1000000037,211
33.52,84.48,49.75,um,Surface,Position,5,1000000038,215
222.42,372.02,50.17,um,Surface,Position,5,1000000039,214
303.97,45.08,53.32,um,Surface,Position,5,1000000040,216
342.08,203.69,56.7,um,Surface,Position,5,1000000041,217
309.32,150.37,55.86,um,Surface,Position,5,1000000042,212
234.17,221.38,15.56,um,Surface,Position,5,1000000043,192
30.13,282.46,65.1,um,Surface,Position,5,1000000044,9594
230.24,75.65,7.23,um,Surface,Position,6,1000000000,218
266.42,124.5,12.52,um,Surface,Position,6,1000000001,229
119.44,130.39,4.7,um,Surface,Position,6,1000000002,220
360.92,139.4,4.56,um,Surface,Position,6,1000000003,221
92.43,128.72,7.31,um,Surface,Position,6,1000000004,219
85.27,225.43,11.57,um,Surface,Position,6,1000000005,223
227.38,238.47,11.77,um,Surface,Position,6,1000000006,224
146.46,253.01,13.12,um,Surface,Position,6,1000000007,230
263.69,254.47,5.25,um,Surface,Position,6,1000000008,225
211.7,301.37,8.54,um,Surface,Position,6,1000000009,226
19.45,327.16,12.48,um,Surface,Position,6,1000000010,227
170.32,334.48,10.8,um,Surface,Position,6,1000000011,228
373.49,357.89,14.22,um,Surface,Position,6,1000000012,235
133.45,216.83,10.52,um,Surface,Position,6,1000000013,222
187.82,220.79,11.39,um,Surface,Position,6,1000000014,232
347.32,242.59,15.45,um,Surface,Position,6,1000000015,233
370.81,289.8,12.93,um,Surface,Position,6,1000000016,231
146.72,49.24,22.45,um,Surface,Position,6,1000000017,240
319.61,298.34,21.47,um,Surface,Position,6,1000000018,236
348.43,86.55,21.62,um,Surface,Position,6,1000000019,241
64.83,243.79,11.94,um,Surface,Position,6,1000000020,234
203.31,263.93,19.99,um,Surface,Position,6,1000000021,238
349.1,30.37,20.82,um,Surface,Position,6,1000000022,239
197.92,140.2,23.95,um,Surface,Position,6,1000000023,244
286.6,378.79,32.31,um,Surface,Position,6,1000000024,247
75.49,133.02,27.5,um,Surface,Position,6,1000000025,243
95.85,259.35,29.98,um,Surface,Position,6,1000000026,246
319.25,256.37,28.6,um,Surface,Position,6,1000000027,248
102.86,354.86,29.55,um,Surface,Position,6,1000000028,245
211.65,312.36,44.01,um,Surface,Position,6,1000000029,252
144.64,320.7,40.73,um,Surface,Position,6,1000000030,254
309.65,66.81,31.76,um,Surface,Position,6,1000000031,249
210.08,122.05,40.71,um,Surface,Position,6,1000000032,251
30.47,255.4,54.12,um,Surface,Position,6,1000000033,261
329.08,23.3,43.63,um,Surface,Position,6,1000000034,255
208.2,168.46,36.06,um,Surface,Position,6,1000000035,250
344.36,218.36,38.31,um,Surface,Position,6,1000000036,253
306.57,127.2,46.92,um,Surface,Position,6,1000000037,256
33.58,84.64,49.76,um,Surface,Position,6,1000000038,257
222.44,370.93,50.61,um,Surface,Position,6,1000000039,259
303.99,45.1,53.4,um,Surface,Position,6,1000000040,260
337.7,202.3,55.77,um,Surface,Position,6,1000000041,262
308.12,150.95,56.29,um,Surface,Position,6,1000000042,258
232.48,220.24,17.99,um,Surface,Position,6,1000000043,237
28.96,281.13,64.87,um,Surface,Position,6,1000000044,263
263.16,68.31,27.59,um,Surface,Position,6,1000000045,242
233.5,76.78,7.15,um,Surface,Position,7,1000000000,264
264.24,124.92,13.55,um,Surface,Position,7,1000000001,279
119.55,130.43,4.5,um,Surface,Position,7,1000000002,265
361.28,139.5,5.14,um,Surface,Position,7,1000000003,267
93.9,128.34,8.97,um,Surface,Position,7,1000000004,266
85.59,224.85,10.66,um,Surface,Position,7,1000000005,268
227.56,237.87,13.06,um,Surface,Position,7,1000000006,269
146.36,253.02,13.14,um,Surface,Position,7,1000000007,271
263.85,254.07,5.37,um,Surface,Position,7,1000000008,270
212.59,301.56,9.1,um,Surface,Position,7,1000000009,272
19.56,330.94,14.91,um,Surface,Position,7,1000000010,278
170.66,334.23,10.61,um,Surface,Position,7,1000000011,273
375.71,360.21,13.55,um,Surface,Position,7,1000000012,276
132.29,216.91,10.67,um,Surface,Position,7,1000000013,274
185.58,218.64,11.8,um,Surface,Position,7,1000000014,280
346.82,241.85,17.38,um,Surface,Position,7,1000000015,282
368.71,290.9,13.86,um,Surface,Position,7,1000000016,275
147.16,48.12,21.43,um,Surface,Position,7,1000000017,286
320.02,298.27,21.9,um,Surface,Position,7,1000000018,284
348.48,86.81,22.29,um,Surface,Position,7,1000000019,287
63.97,246.04,11.37,um,Surface,Position,7,1000000020,277
205.45,266.01,19.77,um,Surface,Position,7,1000000021,283
349.42,33.16,20.91,um,Surface,Position,7,1000000022,285
197.55,141.26,24.02,um,Surface,Position,7,1000000023,289
286.23,377.21,31.8,um,Surface,Position,7,1000000024,293
74.78,133.35,27.14,um,Surface,Position,7,1000000025,288
99.02,259.18,30.43,um,Surface,Position,7,1000000026,294
318.25,257.39,28.93,um,Surface,Position,7,1000000027,295
104.94,355.03,30.5,um,Surface,Position,7,1000000028,292
211.94,312.33,45.53,um,Surface,Position,7,1000000029,298
144.1,320.5,40.87,um,Surface,Position,7,1000000030,301
308.23,65.23,29.79,um,Surface,Position,7,1000000031,291
210.31,120.43,40.43,um,Surface,Position,7,1000000032,297
30.94,255.98,54.22,um,Surface,Position,7,1000000033,305
328.17,24.4,43.28,um,Surface,Position,7,1000000034,299
207.33,169.79,34.9,um,Surface,Position,7,1000000035,296
343.88,218.47,38.74,um,Surface,Position,7,1000000036,300
309.67,125.52,51.06,um,Surface,Position,7,1000000037,304
33.66,84.5,50.1,um,Surface,Position,7,1000000038,303
222.33,369.28,50.22,um,Surface,Position,7,1000000039,302
304.04,45.05,53.63,um,Surface,Position,7,1000000040,306
337.6,202.51,55.04,um,Surface,Position,7,1000000041,308
306.65,151.35,56.51,um,Surface,Position,7,1000000042,307
230.45,220.95,19.29,um,Surface,Position,7,1000000043,281
29.16,280.93,64.12,um,Surface,Position,7,1000000044,309
262.77,70.64,33.93,um,Surface,Position,7,1000000045,290
234.77,77.53,7.82,um,Surface,Position,8,1000000000,310
263.41,123.83,14.7,um,Surface,Position,8,1000000001,325
118.94,129.74,4.91,um,Surface,Position,8,1000000002,311
362.54,138.51,5.43,um,Surface,Position,8,1000000003,313
94.76,127.42,9.33,um,Surface,Position,8,1000000004,312
86.03,224.34,10.41,um,Surface,Position,8,1000000005,314
228.77,236.51,14.7,um,Surface,Position,8,1000000006,315
146.43,252.96,13.39,um,Surface,Position,8,1000000007,321
264.05,253.68,5.17,um,Surface,Position,8,1000000008,316
222.21,302.86,9.25,um,Surface,Position,8,1000000009,317
17.97,333.68,16.29,um,Surface,Position,8,1000000010,326
171.26,334.03,10.76,um,Surface,Position,8,1000000011,318
375.36,361.89,12.52,um,Surface,Position,8,1000000012,322
131.77,216.96,10.67,um,Surface,Position,8,1000000013,319
183.94,216.11,11.98,um,Surface,Position,8,1000000014,323
344.6,241.6,18.78,um,Surface,Position,8,1000000015,327
369.54,292.12,15.15,um,Surface,Position,8,1000000016,324
147.49,47.15,20.01,um,Surface,Position,8,1000000017,330
319.85,298.04,22.15,um,Surface,Position,8,1000000018,329
349.18,87.6,22.54,um,Surface,Position,8,1000000019,333
63.86,248.57,9.26,um,Surface,Position,8,1000000020,320
206.32,267.36,19.57,um,Surface,Position,8,1000000021,328
349.92,35.4,20.6,um,Surface,Position,8,1000000022,332
197.05,141.84,23.07,um,Surface,Position,8,1000000023,334
284.76,375.83,30.9,um,Surface,Position,8,1000000024,340
73.39,135.36,25.92,um,Surface,Position,8,1000000025,336
102.75,260.4,30.42,um,Surface,Position,8,1000000026,338
317.6,258.56,29.97,um,Surface,Position,8,1000000027,342
107.4,353.14,32.95,um,Surface,Position,8,1000000028,339
212.42,312.06,46.37,um,Surface,Position,8,1000000029,346
144.52,319.96,40.55,um,Surface,Position,8,1000000030,344
307.49,65.2,30.39,um,Surface,Position,8,1000000031,337
210.75,118.93,40.03,um,Surface,Position,8,1000000032,341
31.02,256.84,55.16,um,Surface,Position,8,1000000033,353
327.34,26.06,43.07,um,Surface,Position,8,1000000034,345
206.2,170.69,34.68,um,Surface,Position,8,1000000035,343
343.51,218.29,39.06,um,Surface,Position,8,1000000036,347
311.5,122.65,54.34,um,Surface,Position,8,1000000037,354
34.01,84.47,50.13,um,Surface,Position,8,1000000038,350
221.12,367.99,49.87,um,Surface,Position,8,1000000039,349
303.96,44.8,53.97,um,Surface,Position,8,1000000040,351
338.34,202.45,54.84,um,Surface,Position,8,1000000041,355
305.24,152.27,56.61,um,Surface,Position,8,1000000042,352
227.56,219.45,21.08,um,Surface,Position,8,1000000043,331
30.32,281.74,63.82,um,Surface,Position,8,1000000044,356
262.83,70.51,34.24,um,Surface,Position,8,1000000045,335
295.61,380.72,44.4,um,Surface,Position,8,1000000046,348
236.29,79.65,7.59,um,Surface,Position,9,1000000000,357
265.06,124.74,15.32,um,Surface,Position,9,1000000001,370
119.15,129.64,4.96,um,Surface,Position,9,1000000002,358
362.37,138.42,5.55,um,Surface,Position,9,1000000003,359
96.39,125,10.89,um,Surface,Position,9,1000000004,364
86.55,224.78,9.73,um,Surface,Position,9,1000000005,360
230.5,234.68,17.29,um,Surface,Position,9,1000000006,371
146.25,253.14,13.34,um,Surface,Position,9,1000000007,367
264.38,253.32,5.61,um,Surface,Position,9,1000000008,361
222.96,302.6,10.43,um,Surface,Position,9,1000000009,368
16.62,335.28,16.67,um,Surface,Position,9,1000000010,374
170.75,334.03,10.73,um,Surface,Position,9,1000000011,363
375.01,363.42,11.13,um,Surface,Position,9,1000000012,369
130.96,216.94,10.94,um,Surface,Position,9,1000000013,366
182.51,214.61,12.04,um,Surface,Position,9,1000000014,365
342.58,242.59,20.08,um,Surface,Position,9,1000000015,377
370.12,294.03,17.34,um,Surface,Position,9,1000000016,372
146.49,44.89,18.32,um,Surface,Position,9,1000000017,373
319.72,297.62,22.49,um,Surface,Position,9,1000000018,378
349.7,88.2,23.02,um,Surface,Position,9,1000000019,379
63.42,250.02,7.56,um,Surface,Position,9,1000000020,362
207.52,267.52,19.75,um,Surface,Position,9,1000000021,375
349.49,36.9,19.45,um,Surface,Position,9,1000000022,376
197.82,141.62,23.82,um,Surface,Position,9,1000000023,383
286.39,375.23,34.31,um,Surface,Position,9,1000000024,386
72.3,138.77,25.24,um,Surface,Position,9,1000000025,381
105.27,259.92,29.61,um,Surface,Position,9,1000000026,385
314.63,259.37,32.03,um,Surface,Position,9,1000000027,389
110.57,352.75,35.27,um,Surface,Position,9,1000000028,390
211.18,312.6,46.33,um,Surface,Position,9,1000000029,393
144.44,319.7,40.21,um,Surface,Position,9,1000000030,392
307.33,65.23,29.98,um,Surface,Position,9,1000000031,384
210.91,118.38,39.8,um,Surface,Position,9,1000000032,387
29.3,258.81,57.18,um,Surface,Position,9,1000000033,400
325.72,28.06,42.13,um,Surface,Position,9,1000000034,391
206.81,172.52,34.56,um,Surface,Position,9,1000000035,388
344.25,218.68,39.49,um,Surface,Position,9,1000000036,394
313.07,121.24,56.43,um,Surface,Position,9,1000000037,401
33.85,84.3,49.74,um,Surface,Position,9,1000000038,396
220.31,366.06,48.37,um,Surface,Position,9,1000000039,395
303.97,44.69,53.94,um,Surface,Position,9,1000000040,397
335.08,201.18,53.3,um,Surface,Position,9,1000000041,399
304.26,152.31,56.2,um,Surface,Position,9,1000000042,398
225.12,216.68,22.5,um,Surface,Position,9,1000000043,380
30.56,282.68,62.91,um,Surface,Position,9,1000000044,402
263.42,70.14,33.48,um,Surface,Position,9,1000000045,382
236.96,79.92,7.98,um,Surface,Position,10,1000000000,403
265.39,126.24,15.79,um,Surface,Position,10,1000000001,418
119.88,130.09,5.13,um,Surface,Position,10,1000000002,404
362.96,138.91,5.7,um,Surface,Position,10,1000000003,405
99,120.93,12.29,um,Surface,Position,10,1000000004,411
87.73,224.83,9.22,um,Surface,Position,10,1000000005,406
231.66,233.09,20.12,um,Surface,Position,10,1000000006,416
146.29,252.99,13.29,um,Surface,Position,10,1000000007,412
263.94,252.41,5.05,um,Surface,Position,10,1000000008,407
223.27,301.23,11.34,um,Surface,Position,10,1000000009,413
16.09,337.43,16.52,um,Surface,Position,10,1000000010,420
171.07,334.01,10.92,um,Surface,Position,10,1000000011,409
376.19,366.66,10.21,um,Surface,Position,10,1000000012,414
130.99,216.85,11,um,Surface,Position,10,1000000013,410
181.95,213.56,12.65,um,Surface,Position,10,1000000014,415
339.86,243.38,20.77,um,Surface,Position,10,1000000015,423
369.39,295.22,18.32,um,Surface,Position,10,1000000016,419
144.8,43.29,17.25,um,Surface,Position,10,1000000017,417
319.8,297.92,22.74,um,Surface,Position,10,1000000018,424
350.69,89.06,23.37,um,Surface,Position,10,1000000019,425
63.81,248.94,8.28,um,Surface,Position,10,1000000020,408
209.6,267.22,19.62,um,Surface,Position,10,1000000021,421
349,37.88,19.41,um,Surface,Position,10,1000000022,422
198.48,141.74,23.97,um,Surface,Position,10,1000000023,429
282.22,371.59,32.06,um,Surface,Position,10,1000000024,433
71.09,140.15,24.64,um,Surface,Position,10,1000000025,428
107.08,259.05,28.18,um,Surface,Position,10,1000000026,430
312.65,260.33,32.61,um,Surface,Position,10,1000000027,435
112.44,353.42,36.25,um,Surface,Position,10,1000000028,437
209.95,312.84,46.37,um,Surface,Position,10,1000000029,440
144.41,319.24,40.04,um,Surface,Position,10,1000000030,439
307.26,65.25,30.55,um,Surface,Position,10,1000000031,431
210.88,118.16,39.05,um,Surface,Position,10,1000000032,432
28.42,261.14,56.28,um,Surface,Position,10,1000000033,448
325.41,29.61,41.43,um,Surface,Position,10,1000000034,436
206.93,174.53,34.29,um,Surface,Position,10,1000000035,434
344.21,218.86,40.29,um,Surface,Position,10,1000000036,441
314.66,119.78,57.56,um,Surface,Position,10,1000000037,449
34.37,84.38,49.99,um,Surface,Position,10,1000000038,445
219.67,366.42,46.57,um,Surface,Position,10,1000000039,442
303.99,44.69,54.21,um,Surface,Position,10,1000000040,447
333.01,201.97,53.45,um,Surface,Position,10,1000000041,444
302.13,152.07,55.95,um,Surface,Position,10,1000000042,446
222.26,216.21,24.49,um,Surface,Position,10,1000000043,426
31.35,283.28,62.37,um,Surface,Position,10,1000000044,450
264.22,69.76,32.67,um,Surface,Position,10,1000000045,427
296.89,379.58,46.21,um,Surface,Position,10,1000000046,443
73.19,1.75,36.36,um,Surface,Position,10,1000000047,438
238.35,80.13,8.5,um,Surface,Position,11,1000000000,451
267.29,126.4,15.68,um,Surface,Position,11,1000000001,465
120.28,130.13,5.68,um,Surface,Position,11,1000000002,452
363.73,139.34,5.59,um,Surface,Position,11,1000000003,453
99.12,117.56,11.73,um,Surface,Position,11,1000000004,462
88.28,224.68,8.3,um,Surface,Position,11,1000000005,454
232.47,231.41,21.22,um,Surface,Position,11,1000000006,468
146.46,252.82,13.62,um,Surface,Position,11,1000000007,460
263.63,251.63,5.02,um,Surface,Position,11,1000000008,455
223.61,299.53,12.1,um,Surface,Position,11,1000000009,461
16.79,339.48,16.52,um,Surface,Position,11,1000000010,467
171.63,333.48,10.94,um,Surface,Position,11,1000000011,457
375.23,366.91,9.76,um,Surface,Position,11,1000000012,458
